OrderID,OrderDate,Customer,Region,Product,Quantity,Revenue,Cost,Profit
169,2024-11-09,David Kelley,West,Tablet,5,3000,1750,1250
170,2024-12-02,Jasmine Bailey,Northeast,Headphones,3,450,180,270
171,2024-01-21,Mr. Timothy Shaw,South,Printer,3,750,360,390
172,2023-06-12,Emily Nguyen,Midwest,Webcam,1,80,25,55
173,2023-05-21,Terri Jones,Midwest,Tablet,4,2400,1400,1000
174,2024-11-30,Mr. James Cruz,South,Webcam,1,80,25,55
175,2023-11-06,Melanie Taylor,Midwest,Webcam,5,400,125,275
176,2024-07-10,Mr. Dwayne Williams,Northeast,Tablet,1,600,350,250
177,2023-12-12,Jennifer West,West,Laptop,2,2400,1700,700
178,2024-02-22,Brian Black MD,West,Printer,2,500,240,260
179,2024-04-09,Lauren Berry,Midwest,Keyboard,4,300,80,220
180,2023-08-02,Marie Ramos,Northeast,Laptop,5,6000,4250,1750
181,2024-12-22,David Harvey,Midwest,Headphones,5,750,300,450
182,2023-03-12,Jennifer Patterson,Northeast,Keyboard,1,75,20,55
183,2024-05-14,Julie Powell,West,Webcam,5,400,125,275
184,2023-09-22,Jordan Martin,Midwest,Keyboard,2,150,40,110
185,2023-07-10,Cassandra Nelson,Midwest,Mouse,4,160,40,120
186,2024-01-27,Don Hernandez,West,Keyboard,4,300,80,220
187,2023-12-22,Tammy Sandoval,Northeast,Laptop,5,6000,4250,1750
188,2023-08-13,Latoya Reese,West,Mouse,5,200,50,150
189,2023-01-19,Timothy Berry,South,Keyboard,2,150,40,110
190,2024-08-10,Mark Stewart,South,Monitor,3,900,540,360
191,2023-02-11,Timothy Andrews,South,Keyboard,3,225,60,165
192,2024-04-11,Yvette White MD,Northeast,Printer,3,750,360,390
193,2023-01-26,Kevin Smith,West,Laptop,3,3600,2550,1050
194,2024-09-25,Sabrina Edwards,West,Mouse,4,160,40,120
195,2024-05-27,Andrea Fernandez,South,Mouse,3,120,30,90
196,2023-06-29,Erin Wright,Northeast,Laptop,5,6000,4250,1750
197,2024-08-29,Bryan Watson,Northeast,Laptop,5,6000,4250,1750
198,2023-10-26,Michele Valdez,Midwest,Headphones,4,600,240,360
199,2023-04-10,Gina Liu,South,Monitor,5,1500,900,600
200,2024-06-10,Wanda Gonzalez,Midwest,Laptop,4,4800,3400,1400
201,2023-01-01,Isaac Ramos,South,Monitor,1,300,180,120
202,2023-06-12,Marie Nelson,South,Mouse,4,160,40,120
203,2023-10-06,Kenneth Lee,West,Webcam,2,160,50,110
204,2023-09-07,Melanie Davis,Northeast,Mouse,2,80,20,60
205,2023-09-10,Nicholas Ortiz,South,Mouse,4,160,40,120
206,2023-02-14,Sydney Vega,Northeast,Headphones,2,300,120,180
207,2023-01-27,Mrs. Kristina Thomas,West,Webcam,4,320,100,220
208,2023-08-27,Rhonda Deleon,Northeast,Printer,4,1000,480,520
209,2024-01-14,Kenneth Hayes,Midwest,Monitor,1,300,180,120
210,2024-06-26,Gary Bernard,West,Monitor,1,300,180,120
211,2024-09-30,Christopher Woods,South,Mouse,1,40,10,30
212,2023-11-10,Robert Taylor,West,Keyboard,1,75,20,55
213,2023-05-23,Timothy Thornton,West,Monitor,3,900,540,360
214,2024-12-21,William Roberts,Northeast,Mouse,5,200,50,150
215,2023-12-27,Manuel James,West,Headphones,3,450,180,270
216,2024-01-01,Scott Browning,West,Webcam,1,80,25,55
217,2024-08-17,Richard Knox,Midwest,Laptop,2,2400,1700,700
218,2023-10-03,Tiffany Anderson,South,Tablet,3,1800,1050,750
219,2024-08-09,Nicole Adkins,West,Headphones,3,450,180,270
220,2024-04-15,Robin Parker,West,Webcam,3,240,75,165
221,2024-05-13,Matthew Weber,West,Mouse,4,160,40,120
222,2024-07-31,Carrie Carrillo,Northeast,Laptop,1,1200,850,350
223,2023-04-25,George Stevens,West,Webcam,2,160,50,110
224,2024-07-29,Mary Hill,Northeast,Mouse,3,120,30,90
225,2023-07-21,Angela Rogers,South,Laptop,5,6000,4250,1750
226,2023-04-30,Matthew Leon,Midwest,Headphones,2,300,120,180
227,2023-03-26,Scott Carr,Midwest,Laptop,3,3600,2550,1050
228,2024-06-05,Colin Fry,Northeast,Printer,4,1000,480,520
229,2024-02-21,Dr. Jeffrey Miles,South,Webcam,1,80,25,55
230,2024-05-18,Mary Lane,Midwest,Printer,2,500,240,260
231,2024-07-22,Kimberly Green,Midwest,Monitor,3,900,540,360
232,2023-11-25,Christopher Barnett,West,Laptop,3,3600,2550,1050
233,2024-12-02,Brian Bishop,West,Tablet,1,600,350,250
234,2023-12-29,Rachel Dickson,Midwest,Printer,1,250,120,130
235,2023-01-29,Lori Schneider,Northeast,Monitor,1,300,180,120
236,2023-01-15,Emily Huerta,Midwest,Mouse,3,120,30,90
237,2024-04-20,Pamela Ortega,West,Headphones,4,600,240,360
238,2024-05-30,Jessica Solis,Midwest,Monitor,2,600,360,240
239,2024-04-06,Crystal Warner,Midwest,Printer,4,1000,480,520
240,2023-03-01,Matthew Thomas,South,Mouse,2,80,20,60
241,2023-04-06,Christina Jones,Northeast,Mouse,5,200,50,150
242,2023-08-16,Becky Riley,West,Mouse,1,40,10,30
243,2024-02-17,Megan Watson,West,Mouse,5,200,50,150
244,2023-08-31,Karen Lynch,Midwest,Printer,1,250,120,130
245,2023-11-07,James Sandoval,South,Printer,2,500,240,260
246,2023-11-22,Daniel Garcia,West,Printer,5,1250,600,650
247,2024-10-24,Jacqueline Brown,West,Headphones,4,600,240,360
248,2023-03-08,Thomas Hansen,Midwest,Printer,1,250,120,130
249,2024-10-28,Brenda Steele,Midwest,Monitor,1,300,180,120
250,2024-03-11,Alexa Reynolds,West,Monitor,5,1500,900,600
251,2023-07-14,Christopher Munoz,Midwest,Headphones,2,300,120,180
252,2023-07-29,David Lee,South,Headphones,2,300,120,180
253,2024-09-05,Anthony Patterson,Midwest,Mouse,4,160,40,120
254,2023-04-16,Denise Pierce,South,Keyboard,3,225,60,165
255,2024-10-07,Nicole White,Northeast,Headphones,4,600,240,360
256,2023-03-30,Wesley Jones,West,Printer,3,750,360,390
257,2024-12-25,Brittany Solis,West,Laptop,5,6000,4250,1750
258,2023-09-01,Jeffrey Douglas,West,Laptop,1,1200,850,350
259,2023-08-27,Thomas Hernandez,Midwest,Headphones,5,750,300,450
260,2023-08-12,William Cohen,Northeast,Monitor,1,300,180,120
261,2023-02-21,Laura Bonilla,Midwest,Printer,4,1000,480,520
262,2024-02-07,Roger Parrish,South,Headphones,1,150,60,90
263,2023-02-27,Zachary Davis,South,Keyboard,3,225,60,165
264,2023-03-19,Susan Thomas,West,Monitor,4,1200,720,480
265,2023-05-27,Daniel Murphy,Northeast,Laptop,1,1200,850,350
266,2023-01-30,William Williams,South,Printer,2,500,240,260
267,2024-06-11,Anthony Thomas,South,Headphones,4,600,240,360
268,2023-07-16,Stacey Garcia,South,Webcam,3,240,75,165
269,2024-01-11,Jeremy Collins,West,Headphones,2,300,120,180
270,2024-03-26,James Collins,Midwest,Laptop,3,3600,2550,1050
271,2023-05-30,Kimberly Morgan,Midwest,Laptop,4,4800,3400,1400
272,2024-06-23,Calvin Moyer,Midwest,Keyboard,4,300,80,220
273,2024-12-16,Alexandra Miller,Midwest,Headphones,1,150,60,90
274,2024-05-11,Jeremiah Golden,Midwest,Mouse,4,160,40,120
275,2024-12-03,Jill Romero,West,Keyboard,2,150,40,110
276,2023-05-02,Willie Patterson,West,Printer,1,250,120,130
277,2023-06-18,Joshua Palmer,South,Printer,1,250,120,130
278,2024-07-25,Willie Edwards,South,Printer,2,500,240,260
279,2023-09-11,Brad Cole,Midwest,Printer,4,1000,480,520
280,2023-05-06,Noah Garcia,West,Webcam,5,400,125,275
281,2024-02-18,Heather Foley,Northeast,Webcam,1,80,25,55
282,2023-03-02,Harry Lara,Northeast,Tablet,3,1800,1050,750
283,2024-11-22,Nicole Hampton,South,Tablet,5,3000,1750,1250
284,2023-07-13,William Kramer,South,Mouse,5,200,50,150
285,2023-09-17,James Brown,West,Webcam,2,160,50,110
286,2023-05-05,Amy Martinez,West,Tablet,5,3000,1750,1250
287,2023-09-21,Mrs. Teresa Crawford,West,Mouse,1,40,10,30
288,2023-07-07,Kristen Mccann,Northeast,Keyboard,2,150,40,110
289,2023-11-20,Stacy Wood,Midwest,Webcam,4,320,100,220
290,2024-09-25,Darlene Torres,Midwest,Headphones,1,150,60,90
291,2023-11-12,Mariah Lyons,Northeast,Mouse,5,200,50,150
292,2024-01-27,Emily Wright,South,Tablet,5,3000,1750,1250
293,2024-11-03,Susan Wood,Midwest,Webcam,1,80,25,55
294,2023-07-08,Gabrielle Dillon,West,Laptop,5,6000,4250,1750
295,2024-12-17,Jeremy Collins,West,Monitor,1,300,180,120
296,2023-11-09,Jamie Middleton,South,Keyboard,3,225,60,165
297,2023-01-23,Peter Thomas,South,Keyboard,5,375,100,275
298,2023-02-17,Samantha Jacobs,Midwest,Keyboard,1,75,20,55
299,2023-04-10,Bradley Vega,Northeast,Tablet,1,600,350,250
300,2023-05-15,Corey Haynes,Midwest,Mouse,5,200,50,150
301,2024-04-06,Kylie Torres,Midwest,Headphones,1,150,60,90
302,2023-12-16,Jessica Mack,Midwest,Monitor,1,300,180,120
303,2023-07-16,Christine Allen,West,Printer,1,250,120,130
304,2023-12-20,David Stokes,South,Monitor,1,300,180,120
305,2023-07-24,Joe Gomez,Midwest,Printer,2,500,240,260
306,2024-10-26,Dennis King,Midwest,Webcam,2,160,50,110
307,2024-10-09,Stephen Nguyen,South,Printer,1,250,120,130
308,2023-04-10,Michael Nichols,South,Keyboard,4,300,80,220
309,2024-08-31,Gary Byrd,West,Laptop,1,1200,850,350
310,2023-03-14,Jason Sherman,South,Mouse,1,40,10,30
311,2024-06-16,Lauren Wilson,Midwest,Tablet,5,3000,1750,1250
312,2023-12-17,Victoria Berry MD,West,Printer,1,250,120,130
313,2024-03-06,Carl Shaw,Midwest,Webcam,1,80,25,55
314,2023-05-17,Cynthia Snyder,Northeast,Laptop,4,4800,3400,1400
315,2024-01-19,Phyllis Henderson,West,Webcam,2,160,50,110
316,2024-02-21,Carolyn Ayala,West,Mouse,5,200,50,150
317,2024-07-15,Dr. Julie Bridges MD,Midwest,Mouse,1,40,10,30
318,2024-08-10,Joy Shaw,Midwest,Headphones,5,750,300,450
319,2023-05-08,Omar Lopez,Northeast,Printer,1,250,120,130
320,2024-05-21,Francis Harris,Midwest,Printer,3,750,360,390
321,2023-05-24,Lisa Parrish,South,Webcam,2,160,50,110
322,2023-01-11,Cynthia Wilson,Midwest,Keyboard,2,150,40,110
323,2024-08-23,Rachel Williams,Northeast,Printer,4,1000,480,520
324,2023-05-21,Robin Sanders,Midwest,Mouse,1,40,10,30
325,2024-12-16,Cheryl Edwards,South,Monitor,4,1200,720,480
326,2023-01-19,Joan Randall,Midwest,Monitor,4,1200,720,480
327,2024-04-12,Michael Sexton,Midwest,Headphones,3,450,180,270
328,2024-10-10,Tony Mcneil,Midwest,Printer,4,1000,480,520
329,2023-07-03,Patricia Scott,South,Webcam,4,320,100,220
330,2024-11-29,Tracy Snyder,South,Monitor,1,300,180,120
331,2023-12-17,Mark Booth,Northeast,Keyboard,3,225,60,165
332,2024-03-04,Christine Allen,Northeast,Printer,4,1000,480,520
333,2024-08-17,Michaela Copeland,Northeast,Headphones,5,750,300,450
334,2024-04-09,Christy Duran,Northeast,Keyboard,1,75,20,55
335,2024-06-17,Brittany Noble,Midwest,Keyboard,3,225,60,165
336,2023-03-23,Jennifer Hess,West,Keyboard,3,225,60,165
337,2023-12-02,Angela Potter,Midwest,Tablet,1,600,350,250
338,2024-05-15,Sharon Jennings,Northeast,Keyboard,4,300,80,220
339,2023-02-01,Stephanie Hernandez,Midwest,Printer,2,500,240,260
340,2023-06-17,Anthony Prince,Midwest,Webcam,3,240,75,165
341,2023-02-08,Alyssa Ramirez,Northeast,Keyboard,1,75,20,55
342,2023-01-24,Jennifer Allen,South,Webcam,2,160,50,110
343,2024-10-25,Frederick Daniels,West,Printer,5,1250,600,650
344,2024-02-29,Leah Richardson,Northeast,Printer,3,750,360,390
345,2023-06-25,Carrie Patton,Northeast,Keyboard,2,150,40,110
346,2023-08-17,William Butler,West,Webcam,5,400,125,275
347,2023-10-17,Kelsey Marshall,Midwest,Keyboard,3,225,60,165
348,2023-12-11,Jennifer Smith,Midwest,Mouse,5,200,50,150
349,2024-02-13,Tommy Freeman,Northeast,Webcam,2,160,50,110
350,2023-05-22,Mary Stafford,South,Webcam,1,80,25,55
351,2023-11-17,Carol Stephens,South,Laptop,2,2400,1700,700
352,2023-01-19,Joseph Howard,Northeast,Laptop,4,4800,3400,1400
353,2023-11-10,Jennifer Davidson,Midwest,Laptop,2,2400,1700,700
354,2023-05-01,Debra Lowe,Midwest,Webcam,3,240,75,165
355,2024-11-07,Andrew Alexander,South,Printer,3,750,360,390
356,2023-10-14,Brenda Brooks,West,Tablet,4,2400,1400,1000
357,2023-08-08,Michael Mcdaniel,Northeast,Printer,5,1250,600,650
358,2024-02-29,Mary Mcdaniel,Midwest,Laptop,5,6000,4250,1750
359,2024-05-15,Katherine Johnson,Midwest,Tablet,2,1200,700,500
360,2024-06-21,Larry Armstrong,West,Mouse,1,40,10,30
361,2024-08-13,Lisa Cruz,West,Printer,5,1250,600,650
362,2024-11-04,Deborah Harris,South,Headphones,3,450,180,270
363,2023-03-22,Haley Edwards,Midwest,Printer,2,500,240,260
364,2024-06-27,Brandon Montgomery,South,Laptop,1,1200,850,350
365,2024-12-13,Raymond Adams,Northeast,Mouse,3,120,30,90
366,2023-07-04,Gabrielle Jackson,West,Printer,2,500,240,260
367,2023-03-05,William Carrillo,South,Laptop,5,6000,4250,1750
368,2023-04-23,Bradley Cook,Midwest,Headphones,4,600,240,360
369,2024-10-09,Daniel Gonzalez,South,Webcam,4,320,100,220
370,2024-04-05,Teresa Gonzalez,West,Keyboard,2,150,40,110
371,2024-11-23,Derek Gross,South,Tablet,5,3000,1750,1250
372,2023-07-05,Amanda Young,Northeast,Laptop,5,6000,4250,1750
373,2024-12-03,Melissa Morse,South,Monitor,1,300,180,120
374,2024-05-25,Jessica Esparza,South,Webcam,1,80,25,55
375,2023-08-30,Jasmine Webster,West,Tablet,1,600,350,250
376,2024-01-24,Martin Garcia DDS,South,Monitor,4,1200,720,480
377,2023-06-19,Craig Reed,Northeast,Monitor,2,600,360,240
378,2024-10-06,Matthew Martinez Jr.,South,Laptop,3,3600,2550,1050
379,2023-09-01,Jessica Cooper,Midwest,Laptop,1,1200,850,350
380,2024-03-10,Curtis Ochoa,West,Printer,5,1250,600,650
381,2023-04-03,Jacob Rose,South,Keyboard,2,150,40,110
382,2023-01-02,Melinda Hunt,South,Tablet,2,1200,700,500
383,2023-02-01,Ashley Rice,Midwest,Tablet,4,2400,1400,1000
384,2023-10-14,Julia Johnson,Northeast,Keyboard,3,225,60,165
385,2024-01-29,Pamela Blanchard,South,Keyboard,2,150,40,110
386,2024-01-12,Wendy Moore,Midwest,Printer,5,1250,600,650
387,2024-05-03,Lisa Moore,South,Keyboard,2,150,40,110
388,2023-05-12,Christine Hobbs,Northeast,Keyboard,3,225,60,165
389,2024-07-20,Christina Smith,Northeast,Laptop,3,3600,2550,1050
390,2023-11-28,Julian Foster,South,Keyboard,2,150,40,110
391,2024-06-07,Andrew Norman,Northeast,Monitor,1,300,180,120
392,2023-02-15,Kyle Wu,Northeast,Keyboard,5,375,100,275
393,2023-07-16,Joanna Walker,South,Monitor,2,600,360,240
394,2024-07-23,Richard Lee,South,Tablet,4,2400,1400,1000
395,2024-08-02,Daniel Garcia,South,Laptop,2,2400,1700,700
396,2023-04-21,Debbie Andrews,Northeast,Monitor,5,1500,900,600
397,2024-02-10,James Knox,South,Monitor,5,1500,900,600
398,2023-11-06,Bridget Hawkins,Northeast,Keyboard,3,225,60,165
399,2024-04-29,Kelly Thomas,Midwest,Monitor,3,900,540,360
400,2023-05-01,Amy Harvey,Midwest,Webcam,4,320,100,220
401,2023-06-16,Patricia Baker,Northeast,Keyboard,3,225,60,165
